date,race_name,race_number,race_place,rug,dog_name,dog_trainer,time,mgn,split,inRun,wgt,sire,dam,sp
2016-01-01,darwin/2032,1,4,4,arnhen-villain,jamie-hosking,23.02,6.00,0.00,,33.8kg,FLYING-PENSKE,APRILIA,7.30
2016-01-01,darwin/2032,1,5,8,kiruna,graeme-scott,23.07,6.50,0.00,,29.7kg,PREMIER-FANTASY,SITKA,9.00
2016-01-01,darwin/2032,1,6,1,puzzle-queen,graeme-ferns,23.07,6.50,0.00,,25.5kg,VEE-MAN-VANE,NOT-AN-ANGEL,3.30
2016-01-01,darwin/2032,2,1,4,lukey-parker,joel-vansleve,18.27,0.00,7.09,,32.0kg,TURANZA-BALE,VESZPREMI,11.30
2016-01-01,darwin/2032,2,2,8,starz-fun,richard-carr,18.37,1.50,0.00,,31.3kg,FABREGAS,LATE-NIGHT-OUT,7.50
2016-01-01,darwin/2032,2,3,7,candy-crash,richard-carr,18.77,7.00,0.00,,26.2kg,COLLISION,SUGAR-MOUTH,25.40
2016-01-01,darwin/2032,2,4,2,booberry,joel-vansleve,18.88,8.75,0.00,,29.3kg,COLLISION,PURE-CITY,12.20
2016-01-01,darwin/2032,2,5,1,oliver's-guess,richard-smith,19.06,11.25,0.00,,29.0kg,HIGH-EARNER,WEST-ON-WENDY,1.40
2016-01-01,darwin/2032,2,6,6,just-hold-on,ronald-phillips,19.10,11.75,0.00,,28.7kg,OAKS-ROAD,CHEZ-BELLE,15.70
2016-01-01,darwin/2032,2,7,3,hanson-houdini,graeme-scott,19.61,19.00,0.00,,31.4kg,COSMIC-RUMBLE,HANSON-CHARM,16.20
2016-01-01,darwin/2032,3,1,8,ray's-guess,leta-smith,18.84,0.00,7.38,,30.8kg,DYNA-LACHLAN,TONIC'S-PRIDE,14.30
2016-01-01,darwin/2032,3,2,6,relax-ay-voo,joel-vansleve,18.91,1.00,0.00,,25.9kg,MANTRA-LAD,ELITE-SOLUTIONS,9.70
2016-01-01,darwin/2032,3,3,7,sum-ting-wong,jami-huish,19.07,3.25,0.00,,35.3kg,EL-GRAND-SENOR,MISS-ELLY-MAC,4.20
2016-01-01,darwin/2032,3,4,3,burst-her-bubble,graeme-scott,19.24,5.75,0.00,,27.9kg,NITRO-BURST,SGHERZA,8.30
2016-01-01,darwin/2032,3,5,5,dynamic-vision,r-brennan,19.26,6.00,0.00,,36.0kg,DYNA-LACHLAN,EXPLOSIVE-VISION,33.50
2016-01-01,darwin/2032,3,6,1,looney-larry,steele-bolton,19.38,7.75,0.00,,32.6kg,TALK'S-CHEAP,LOONEY-LEE,4.50
2016-01-01,darwin/2032,3,7,4,black-jungle,richard-smith,19.42,8.25,0.00,,31.5kg,BLACK-WOLF,PATCH-MONELLI,14.00
2016-01-01,darwin/2032,3,8,2,curry-coco,graeme-scott,19.51,9.50,0.00,,26.1kg,KILTY-LAD,BLACK-SHE-AIN'T,3.10
2016-01-01,darwin/2032,4,1,2,so-funny,ronald-phillips,32.40,0.00,5.35,,29.6kg,FEAR-ZAFONIC,GIGGLING,2.10
2016-01-01,darwin/2032,4,2,7,summer-chant,graeme-ferns,32.42,0.25,0.00,,25.3kg,COOL-EFFORT,FINAL-RINSE,8.60
2016-01-01,darwin/2032,4,3,8,zippercode,graeme-ferns,32.48,1.00,0.00,,26.9kg,LOCHINVAR-MARLOW,EL-EAGLE,10.40
2016-01-01,darwin/2032,4,4,5,noddin-off,russell-savige,32.56,2.25,0.00,,32.6kg,SUPERMAN,UNO-THE-DRILL,10.00
2016-01-01,darwin/2032,4,5,6,moose-almighty,richard-smith,32.77,5.25,0.00,,30.4kg,BIG-MOOSE,BRIT'S-BEST,17.50
2016-01-01,darwin/2032,4,6,1,iditarod,joel-vansleve,33.17,11.00,0.00,,30.7kg,COSMIC-RUMBLE,PARSIPANNY,3.80
2016-01-01,darwin/2032,4,7,3,many-returns,russell-savige,33.17,11.00,0.00,,25.4kg,BIRTHDAY-BOY,TRAIN-A-LASS,26.90
2016-01-01,darwin/2032,4,8,4,crystal's-way,r-brennan,33.88,21.25,0.00,,27.3kg,WHERE'S-PEDRO,CRYSTAL'S-VOICE,21.50
2016-01-01,darwin/2032,5,1,7,lay-low,richard-smith,18.48,0.00,7.31,,24.6kg,ELITE-STATE,GAG-ORDERS,16.60
2016-01-01,darwin/2032,5,2,6,springvale-tilka,graeme-scott,18.65,2.25,0.00,,27.6kg,EL-GRAND-SENOR,EMMA-TEE,3.50
2016-01-01,darwin/2032,5,3,1,under-tow,jamie-hosking,18.76,4.00,0.00,,30.8kg,BARCIA-BALE,ELLA-ALLEN,13.30
2016-01-01,darwin/2032,5,4,4,miss-bedlam,leta-smith,18.90,6.00,0.00,,25.3kg,RUN-THE-RISK,MISS-BOSSY-BOOTS,30.10
2016-01-01,darwin/2032,5,5,5,madd-nitro,s-seubert,18.98,7.00,0.00,,25.9kg,NITRO-BURST,OUR-MISS-MAUD,5.10
2016-01-01,darwin/2032,5,6,8,one-door-shuts,joel-vansleve,19.09,8.75,0.00,,26.1kg,TURANZA-BALE,VESZPREMI,9.60
2016-01-01,darwin/2032,5,7,2,jimmy-lane,jamie-hosking,19.27,11.25,0.00,,32.4kg,DYNA-LACHLAN,PROVEN-BIZARRE,6.90
2016-01-01,darwin/2032,5,8,3,fortyniner,graeme-scott,19.33,12.25,0.00,,32.7kg,SWIFT-FANCY,ELEGANT-VINTAGE,3.50
2016-01-01,darwin/2032,6,1,1,emerley-fairy,graeme-ferns,18.57,0.00,7.39,,25.6kg,MAGIC-SPRITE,EMERLEY-BELLE,5.90
2016-01-01,darwin/2032,6,2,4,smashing-waves,jamie-hosking,18.58,0.10,0.00,,33.7kg,BARCIA-BALE,ELLA-ALLEN,4.70
2016-01-01,darwin/2032,6,3,8,ain't-no-rest,simon-nathanael,18.86,4.25,0.00,,27.2kg,TUIAKI,ULTIMATE-COUNTRY,3.50
2016-01-01,darwin/2032,6,4,2,kimmyross,ronald-phillips,18.94,5.25,0.00,,27.0kg,BIG-MOOSE,TSONGA-QUEEN,6.50
2016-01-01,darwin/2032,6,5,5,knocka-lefty,jamie-hosking,19.03,6.50,0.00,,34.1kg,KNOCKA-NORRIS,TRANQUIL-GODDESS,5.90
2016-01-01,darwin/2032,6,6,7,cudgeri-mishi,robert-brown,19.11,7.75,0.00,,25.2kg,BEKIM-BALE,BABY-BREEZER,12.10
2016-01-01,darwin/2032,6,7,6,miss-boss,leta-smith,19.11,7.75,0.00,,24.1kg,RUN-THE-RISK,MISS-BOSSY-BOOTS,21.50
2016-01-01,darwin/2032,6,8,3,where's-steamy,graeme-scott,19.69,16.00,0.00,,32.1kg,ELGRANDO,WHERE'S-JESSIE,15.60
2016-01-01,darwin/2032,7,1,1,tiny-bit-left,graeme-scott,22.78,0.00,11.08,,28.2kg,EL-GRAND-SENOR,ROTKARA-MILLY,7.80
2016-01-01,darwin/2032,7,2,8,arnhem-rogue,jamie-hosking,22.84,0.75,0.00,,33.3kg,FLYING-PENSKE,APRILIA,5.90
2016-01-01,darwin/2032,7,3,2,rain-onya-roof,graeme-ferns,22.97,2.50,0.00,,34.1kg,LOCHINVAR-MARLOW,GIBBO-GOLD,5.60
2016-01-01,darwin/2032,7,4,3,magic-spot,graeme-scott,23.00,3.00,0.00,,30.1kg,WHERE'S-PEDRO,LACHLAN'S-GIFT,13.50
2016-01-01,darwin/2032,7,5,4,lektra-lethal,ronald-phillips,23.28,7.00,0.00,,32.9kg,LONESOME-CRY,LEKTRA-ANGEL,11.80
2016-01-01,darwin/2032,7,6,5,hello-joan,jamie-hosking,23.35,8.25,0.00,,27.5kg,COSMIC-CHIEF,AUNTY-JOAN,2.50
2016-01-01,darwin/2032,7,7,7,vampire-hunter,richard-carr,23.59,11.50,0.00,,32.0kg,FABREGAS,LATE-NIGHT-OUT,22.50
2016-01-01,darwin/2032,7,8,6,peltar-bale,russell-savige,23.80,14.50,0.00,,37.4kg,TURANZA-BALE,COCO-BALE,9.50
2016-01-01,darwin/2032,8,1,2,hanson-harley,graeme-scott,22.48,0.00,11.17,,32.7kg,VELOCETTE,HANSON-PETRIE,11.40
2016-01-01,darwin/2032,8,2,7,turning-tables,s-seubert,22.50,0.25,0.00,,26.4kg,DYNA-LACHLAN,SEAFOOD-BANQUET,4.40
2016-01-01,darwin/2032,8,3,8,presh,graeme-ferns,22.65,2.25,0.00,,34.1kg,DEE-WINTER,SWEET-MAGGIE,13.00
2016-01-01,darwin/2032,8,4,6,no-condiments,ronald-phillips,23.06,8.25,0.00,,27.2kg,NITRO-BURST,PEPPINDA,11.30
2016-01-01,darwin/2032,8,5,1,mrs.-conners,jamie-hosking,23.14,9.25,0.00,,29.5kg,SCHWARTZANAGER,NO-WAY-PRINCESS,4.60
2016-01-01,darwin/2032,8,6,5,good-bye-joan,jamie-hosking,23.16,9.75,0.00,,27.0kg,COSMIC-CHIEF,AUNTY-JOAN,2.90
2016-01-01,darwin/2032,8,7,4,bugatti-black,ronald-phillips,23.17,9.75,0.00,,33.5kg,COSMIC-RUMBLE,KIMBA-LASS,11.40
2016-01-01,darwin/2032,8,8,3,junior-sanchez,graeme-ferns,23.35,12.25,0.00,,32.2kg,MAGIC-SPRITE,HAYLI'S-STAR,18.20
2016-01-01,dubbo/2031,1,1,6,booragul-vella,william-marmara,18.74,0.00,0.00,21,31.0kg,EL-GRAND-SENOR,EVIE-VELLA,6.40
2016-01-01,dubbo/2031,1,2,1,zachary-cargo,ronald-steel,19.02,4.00,0.00,35,34.2kg,FABREGAS,LADY-CARGO,4.70
2016-01-01,dubbo/2031,1,3,4,rusty-gold,craig-tuntler,19.15,5.75,0.00,43,29.2kg,SPRING-GUN,ANGELIC-OSTI,2.40
2016-01-01,dubbo/2031,1,4,5,royal-blue-haze,susanne-vella,19.37,9.00,0.00,64,27.4kg,SMOOTH-FANCY,WHERE'S-ISA,9.30
2016-01-01,dubbo/2031,1,5,7,fire-fly-fox,patrick-lorimer,19.39,9.25,0.00,88,34.2kg,LINDALE-BLUE,FLYING-RUBY,15.70
2016-01-01,dubbo/2031,1,6,2,ultimate-one,glen-collett,19.86,16.00,0.00,56,31.6kg,COLLISION,KIMI-ROSE,41.80
2016-01-01,dubbo/2031,1,7,3,vodka-coke,kenneth-anderson,19.95,17.25,0.00,77,29.2kg,EL-GRAND-SENOR,VADREAM,15.10
2016-01-01,dubbo/2031,1,8,8,turtle-jett,kevin-smith,19.98,17.75,0.00,12,26.2kg,EL-GRAND-SENOR,CHARLIE-CHEETAH,7.40
2016-01-01,dubbo/2031,2,1,4,total-luck,leighton-winter,18.77,0.00,0.00,41,29.2kg,EL-GRAND-SENOR,TOTAL-CLASS,2.00
2016-01-01,dubbo/2031,2,2,2,sam's-legacy,william-marmara,18.91,2.00,0.00,52,35.6kg,EL-GRAND-SENOR,EVIE-VELLA,9.60
2016-01-01,dubbo/2031,2,3,1,raglan-kid,kayla-ollerton,19.04,3.75,0.00,73,26.4kg,LOCHINVAR-MARLOW,COOL-CONTESSA,6.30
2016-01-01,dubbo/2031,2,4,3,magic-howe,stephen-howarth,19.34,8.25,0.00,34,30.2kg,OUTA-CREDIT,MARLA'S-GODDESS,45.90
2016-01-01,dubbo/2031,2,5,5,bourbski-bullet,leslie-whitton,19.35,8.25,0.00,65,28.2kg,FABREGAS,ILUKA-BOURBSKI,3.80
2016-01-01,dubbo/2031,2,6,8,explosive-wear,dale-tolmie,19.46,9.75,0.00,16,32.6kg,CAPE-HAWKE,HANIFY'S-ELITE,28.10
2016-01-01,dubbo/2031,2,7,6,dianne's-roses,kevin-smith,19.50,10.25,0.00,87,28.4kg,EL-GRAND-SENOR,SIMPLY-A-MISS,17.50
2016-01-01,dubbo/2031,2,8,7,felicitate,graham-dixon,20.62,26.25,0.00,28,26.4kg,HESTON-BALE,REPLICATE,23.60
2016-01-01,dubbo/2031,3,1,6,susannah-cargo,ronald-steel,18.14,0.00,0.00,11,28.4kg,FABREGAS,LADY-CARGO,2.80
2016-01-01,dubbo/2031,3,2,4,rodney-keeping,charmaine-roberts,18.24,1.50,0.00,32,31.0kg,MAGIC-SPRITE,INDIGO-GEM,5.10
2016-01-01,dubbo/2031,3,3,7,most-arrogant,len-haaring,18.31,2.25,0.00,24,28.6kg,EL-GRAND-SENOR,KAYLA-ENLIM,7.80
2016-01-01,dubbo/2031,3,4,1,urban-cargo,charmaine-roberts,18.55,5.75,0.00,43,36.6kg,FABREGAS,LADY-CARGO,2.40
2016-01-01,dubbo/2031,3,5,8,speedy-sparky,paul-britt,18.55,5.75,0.00,65,29.6kg,DYNA-TRON,DRAGON-ANGEL,16.90
2016-01-01,dubbo/2031,3,6,3,orara-rod,paul-wasson,18.80,9.25,0.00,56,33.4kg,BOND,SWEET-ELITE,44.20
2016-01-01,dubbo/2031,4,1,3,irinka-alf,raymond-smith,34.94,0.00,9.17,2111,35.4kg,SMOOTH-FANCY,IRINKA-MARG,1.50
2016-01-01,dubbo/2031,4,2,4,bit-bazzaar,william-marmara,35.12,2.50,9.17,1232,27.2kg,BIT-CHILI,FLYING-TYPHOON,9.10
2016-01-01,dubbo/2031,4,3,6,twin-peaks,matthew-duncan,35.17,3.25,9.17,3323,26.6kg,COSMIC-RUMBLE,MULBERRY-STREET,7.00
2016-01-01,dubbo/2031,4,4,8,thor's-devil,peter-carr,35.24,4.25,9.28,5444,26.4kg,BEKIM-BALE,JOSEY-CASEY,6.30
2016-01-01,dubbo/2031,4,5,2,alka-casey,david-power,35.68,10.50,9.48,4555,27.0kg,BEKIM-BALE,JOSEY-CASEY,11.10
2016-01-01,dubbo/2031,4,6,7,charming-dani,alfred-vella,36.13,17.00,9.65,7676,26.4kg,LOCHINVAR-MARLOW,OUT-OF-UNIFORM,90.80
2016-01-01,dubbo/2031,4,7,1,dora's-wish,hayden-munn,36.13,17.00,9.50,6767,24.6kg,COLUNDER,RUBY-RAIDER,35.70
2016-01-01,dubbo/2031,5,1,4,thunda-struck,noelene-walsh,18.16,0.00,0.00,21,32.8kg,WHERE'S-PEDRO,WHINGING-WRENCH,2.50
2016-01-01,dubbo/2031,5,2,7,martha-keeping,charmaine-roberts,18.43,3.75,0.00,12,28.0kg,MAGIC-SPRITE,BETH-KEEPING,12.10
2016-01-01,dubbo/2031,5,3,2,klemmer,craig-tuntler,18.49,4.75,0.00,43,27.4kg,SPRING-GUN,ANGELIC-OSTI,9.70
2016-01-01,dubbo/2031,5,4,5,nipper-zarr,john-horan,18.57,5.75,0.00,54,26.0kg,BIG-DADDY-COOL,CHINA-ZARR,4.80
2016-01-01,dubbo/2031,5,5,1,erica-enlim,scott-farley,19.12,13.75,0.00,76,25.6kg,KINLOCH-BRAE,CHLOE-MILNE,16.30
2016-01-01,dubbo/2031,5,6,3,george-keeping,charmaine-roberts,19.17,14.25,0.00,67,29.6kg,MAGIC-SPRITE,BETH-KEEPING,3.60
2016-01-01,dubbo/2031,5,7,8,mother-of-dragon,leslie-whitton,19.17,14.25,0.00,35,25.2kg,COLLISION,FAST-LINER,23.10
2016-01-01,dubbo/2031,6,1,3,steel-cargo,ronald-steel,18.61,0.00,0.00,33,32.8kg,MAGIC-SPRITE,MARY-LOU-CARGO,2.70
2016-01-01,dubbo/2031,6,2,8,another-trooper,glen-collett,18.83,3.00,0.00,74,34.6kg,PLACARD,STATE-TROOPER,11.80
2016-01-01,dubbo/2031,6,3,2,total-blast,leighton-winter,18.85,3.50,0.00,15,29.0kg,EL-GRAND-SENOR,TOTAL-CLASS,5.30
2016-01-01,dubbo/2031,6,4,4,lil'-miss-terror,kayla-ollerton,18.97,5.25,0.00,56,25.8kg,HURRICANE-LUKE,CLASSY-MOJO,13.10
2016-01-01,dubbo/2031,6,5,1,hillbilly-chayce,l-worth,19.12,7.25,0.00,21,28.6kg,ELITE-AND-CLASSY,EUCHRE-MISS,3.90
2016-01-01,dubbo/2031,6,6,6,sam's-memory,william-marmara,19.35,10.50,0.00,67,30.8kg,EL-GRAND-SENOR,EVIE-VELLA,18.00
2016-01-01,dubbo/2031,6,7,7,chequered-miss,daniel-hoskins,19.37,10.75,0.00,42,27.2kg,ELITE-STATE,SIMMARIE-STAR,14.10
2016-01-01,dubbo/2031,6,8,5,tropical-fusion,kylie-mcdonald,19.49,12.50,0.00,88,30.2kg,JUST-THE-BEST,ROMBA,13.40
2016-01-01,dubbo/2031,7,1,5,pastizzi-pitzi,paul-britt,18.13,0.00,0.00,21,30.4kg,MAGIC-SPRITE,SHADY'S-LESSON,3.40
2016-01-01,dubbo/2031,7,2,2,almost-black,john-chapman,18.27,2.00,0.00,53,30.4kg,OAKS-ROAD,SKY-TWINKLE,1.80
2016-01-01,dubbo/2031,7,3,1,my-boy-cargo,ronald-steel,18.68,7.75,0.00,32,33.8kg,MAGIC-SPRITE,MARY-LOU-CARGO,10.00
2016-01-01,dubbo/2031,7,4,3,late-arrival,robert-ingram,18.95,11.75,0.00,86,35.6kg,LATE-SHOW-LEE,CATWALK-QUEEN,20.80
2016-01-01,dubbo/2031,7,5,7,kamleesi,scott-farley,18.99,12.25,0.00,64,25.2kg,DYNA-TRON,HALLUCINATING,46.40
2016-01-01,dubbo/2031,7,6,4,black-tyrant,warren-jarvis,19.00,12.25,0.00,45,32.2kg,COSMIC-RUMBLE,BLACK-HILLS,26.60
2016-01-01,dubbo/2031,7,7,8,chelsea-keeping,charmaine-roberts,19.51,19.75,0.00,17,27.6kg,MAGIC-SPRITE,BETH-KEEPING,10.20
2016-01-01,dubbo/2031,7,8,6,oscar-lockie,graham-dixon,19.57,20.50,0.00,78,29.6kg,LOCHINVAR-MARLOW,FUTURE-RAVEN,32.10
2016-01-01,dubbo/2031,8,1,3,betsie-cargo,ronald-steel,22.63,0.00,0.00,11,29.2kg,SPRING-GUN,MUSICAL-JOURNEY,7.00
2016-01-01,dubbo/2031,8,2,1,hurricane-rino,pamela-braddon,23.02,5.50,0.00,72,31.6kg,COLLISION,TARADEARRA,7.30
2016-01-01,dubbo/2031,8,3,10,she-oaks,john-chapman,23.04,5.75,0.00,85,24.4kg,OAKS-ROAD,SHE'S-THE-GOODES,6.50
2016-01-01,dubbo/2031,8,4,2,isabel-enlim,len-haaring,23.12,7.00,0.00,23,29.2kg,EL-GRAND-SENOR,KAYLA-ENLIM,6.40
2016-01-01,dubbo/2031,8,5,4,irinka-tyson,raymond-smith,23.16,7.50,0.00,34,33.6kg,IRINKA-LUCA,IRINKA-ALICE,2.50
2016-01-01,dubbo/2031,8,6,6,total-platinum,leighton-winter,23.24,8.75,0.00,66,28.6kg,PREMIER-FANTASY,TOTAL-CLASS,45.90
2016-01-01,dubbo/2031,8,7,7,phillip-keeping,charmaine-roberts,23.67,14.75,0.00,57,31.2kg,MAGIC-SPRITE,INDIGO-GEM,13.30
2016-01-01,dubbo/2031,8,8,8,bralyn-stalker,paul-wasson,24.35,24.50,0.00,48,39.4kg,EL-GRAND-SENOR,BRALYN-MAISIE,10.40
2016-01-01,dubbo/2031,9,1,4,carwoola-cherry,paul-britt,18.35,0.00,0.00,42,26.4kg,MAGIC-SPRITE,SHADY'S-LESSON,2.20
2016-01-01,dubbo/2031,9,2,1,little-ivory,michael-hodges,18.62,3.75,0.00,21,25.2kg,SPRING-GUN,IVORY-SPY,22.90
2016-01-01,dubbo/2031,9,3,3,yap-trap,warren-jarvis,18.78,6.00,0.00,75,25.4kg,OAKS-ROAD,TE-MATA-DEBBIE,4.80
2016-01-01,dubbo/2031,9,4,7,extreme-tyco,p-dutton,18.79,6.25,0.00,13,33.6kg,HESTON-BALE,EXQUISETTE-MIMI,16.30
2016-01-01,dubbo/2031,9,5,6,lincoln-keeping,charmaine-roberts,19.07,10.25,0.00,57,31.2kg,MAGIC-SPRITE,BETH-KEEPING,5.10
2016-01-01,dubbo/2031,9,6,2,crown-gold,leslie-whitton,19.13,11.00,0.00,34,26.4kg,EL-GRAND-SENOR,GOLD-HANNAH,7.90
2016-01-01,dubbo/2031,9,7,5,rushen-diamond,michael-wood,19.39,14.75,0.00,66,24.0kg,SWIFT-FANCY,SWIFT-CALLAH,15.30
2016-01-01,dubbo/2031,9,8,8,gular-cruze,glen-collett,20.70,33.50,0.00,88,28.6kg,BIT-CHILI,CRUZE,31.20
2016-01-01,dubbo/2031,10,1,2,hope's-a-chance,paul-braddon,18.16,0.00,0.00,21,30.4kg,EL-GRAND-SENOR,WILLOW-BLAZE,1.30
2016-01-01,dubbo/2031,10,2,4,rival-kev,kevin-smith,18.84,9.75,0.00,44,32.4kg,GLEN-GALLON,BRALYN-ELLA,16.30
2016-01-01,dubbo/2031,10,3,8,lil'-firecracker,dawn-lee,18.91,10.50,0.00,55,23.6kg,BEKIM-BALE,LA-LOLA,22.60
2016-01-01,dubbo/2031,10,4,7,gorgeous-sunrise,patrick-lorimer,18.95,11.25,0.00,12,24.8kg,MAGIC-SPRITE,RUN-KIKI-RUN,8.10
2016-01-01,dubbo/2031,10,5,3,nancy-keeping,daniel-hoskins,18.97,11.50,0.00,66,27.4kg,MAGIC-SPRITE,BETH-KEEPING,19.30
2016-01-01,dubbo/2031,10,6,6,trisha's-hope,warren-jarvis,19.03,12.25,0.00,33,27.2kg,MANDAGERY-MAN,CALM-TRISH,21.80
2016-01-01,dubbo/2031,10,7,9,fely,graham-dixon,19.37,17.25,0.00,77,31.4kg,LOCHINVAR-MARLOW,FUTURE-RAVEN,10.00
2016-01-01,dubbo/2031,11,1,7,winsome-renee,michael-hodges,18.24,0.00,0.00,53,26.6kg,MAGIC-SPRITE,BLACK-SAMBUCA,4.20
2016-01-01,dubbo/2031,11,2,6,with-my-sister,d-christey,18.78,7.75,0.00,11,25.4kg,COLLISION,HONEYSUCKLE-ROSE,10.00
2016-01-01,dubbo/2031,11,3,4,rival-glen,kevin-smith,18.81,8.25,0.00,74,33.2kg,GLEN-GALLON,BRALYN-ELLA,3.90
2016-01-01,dubbo/2031,11,4,1,chansley's-will,jamie-o'malley,18.83,8.25,0.00,32,25.4kg,SMOOTH-FANCY,CHAMPAGNE-OSTI,2.30
2016-01-01,dubbo/2031,11,5,2,sweet-little-mel,susanne-vella,19.18,13.25,0.00,45,28.3kg,HESA-FELON,KAINEM-ARIEK,17.80
2016-01-01,dubbo/2031,11,6,5,hazy-omen,alfred-vella,19.21,13.75,0.00,86,27.8kg,COLLISION,HAZY-LUCK,42.00
2016-01-01,dubbo/2031,11,7,8,evasive-dream,robert-sonter,19.97,24.75,0.00,27,27.4kg,COLLISION,MOONSHINE-SHADOW,35.20
2016-01-01,dubbo/2031,11,8,3,housebound-cargo,ronald-steel,20.02,25.25,0.00,68,23.2kg,MAGIC-SPRITE,ASSASSIN-JOURNEY,19.90
2016-01-01,geelong/2025,1,1,2,warrior-bale,blake-shillington,26.17,0.00,6.64,M221,41.4kg,ADIOS-ALONSO,SHEREEN-BALE,2.80
2016-01-01,geelong/2025,1,2,5,helma-bale,thomas-mitchell,26.20,0.52,6.67,Q333,29.2kg,BELLA-INFRARED,FYNA-BALE,6.40
2016-01-01,geelong/2025,1,3,4,twilight-callum,sean-van-taarling,26.67,7.95,6.56,Q112,29.2kg,DON-CHENDO,LITTLE-BLUE-TORI,16.90
2016-01-01,geelong/2025,1,4,1,quick-step,angela-langton,26.73,8.84,6.70,M467,29.5kg,LOCHINVAR-MARLOW,GUACAMOLE,6.00
2016-01-01,geelong/2025,1,5,8,hurry-up-chief,gary-hansen,26.84,10.54,6.75,M644,30.1kg,COSMIC-CHIEF,TIAN-MI-MI,20.10
2016-01-01,geelong/2025,1,6,7,fool's-gold,jeffrey-britton,26.93,12.11,6.77,S755,35.4kg,BARCIA-BALE,MY-SECRET-SHIRAZ,4.70
2016-01-01,geelong/2025,1,7,3,shimatron,andrea-dailly,26.98,12.90,6.77,S876,37.2kg,DYNA-TRON,SHIMAGUNI,7.10
2016-01-01,geelong/2025,1,SCR,6,cosmic-kilby,matthew-marshall,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-01,geelong/2025,2,1,6,fiery-universe,noel-walsh,26.48,0.00,6.84,M331,31.3kg,COSMIC-CHIEF,EBONY-UNDER-FIRE,11.30
2016-01-01,geelong/2025,2,2,2,allen-boydy,thomas-mitchell,26.53,0.86,6.89,M543,39.3kg,DJAYS-OCTANE,BRENNA-BALE,5.30
2016-01-01,geelong/2025,2,3,4,outlaw-clyde,michael-bird,26.57,1.48,6.73,Q222,33.0kg,CAPE-HAWKE,TILLY-LOU,19.10
2016-01-01,geelong/2025,2,4,9,dodge-ball,dale-batten,26.70,3.44,6.60,Q114,29.0kg,MAGIC-SPRITE,EGYPTIAN-SPIRAL,15.90
2016-01-01,geelong/2025,2,5,8,dyna-omen,blake-shillington,26.70,3.50,6.90,Q665,33.6kg,DJAYS-OCTANE,FOTOULA-BALE,3.20
2016-01-01,geelong/2025,2,6,1,sugar-roselee,james-forbes,26.76,4.40,6.88,S456,25.4kg,MAGIC-SPRITE,BELLA-MALDINI,7.40
2016-01-01,geelong/2025,2,7,7,mcniven,angela-langton,26.91,6.83,7.03,S777,32.4kg,FEAR-ZAFONIC,JAKEY-DEES,10.10
2016-01-01,geelong/2025,2,8,3,krazy-rock,andrea-dailly,27.58,17.43,7.31,S888,32.3kg,COLLISION,KRAZY-FRAZ,4.10
2016-01-01,geelong/2025,3,1,4,allen-clown,blake-shillington,26.08,0.00,6.62,Q111,33.6kg,MAGIC-SPRITE,ROXIO-BALE,14.10
2016-01-01,geelong/2025,3,2,1,aston-adele,jason-thompson,26.12,0.76,6.64,Q222,27.8kg,NITRO-BURST,HOPE'S-UP,2.00
2016-01-01,geelong/2025,3,3,2,captain-pete,robert-britton,26.38,4.89,6.65,Q333,32.6kg,COSMIC-RUMBLE,LIZZIE'S-MEMORY,5.60
2016-01-01,geelong/2025,3,4,7,dash-of-scotch,angela-langton,26.87,12.60,6.78,M444,29.5kg,FEAR-ZAFONIC,QUE-LA-VIDA,13.70
2016-01-01,geelong/2025,3,5,8,mumma-josie,vincent-borg,26.97,14.13,6.80,S655,29.4kg,BARCIA-BALE,CHARMING-LOUISE,26.20
2016-01-01,geelong/2025,3,6,6,danger-bale,thomas-mitchell,27.07,15.73,6.96,S876,33.4kg,DAVID-BALE,CRYSTIN-BALE,5.60
2016-01-01,geelong/2025,3,7,5,ima-terror,ronald-dunne,27.30,19.41,6.79,M567,33.3kg,DROOPYS-SCOLARI,SYDNEY,28.80
2016-01-01,geelong/2025,3,8,3,texan-clear-way,andrea-dailly,27.50,22.67,6.88,S788,31.3kg,GABLE-SOUR-CREAM,CTW-BUTTERSCOTCH,9.80
2016-01-01,geelong/2025,4,1,7,what's-up-trumps,blake-shillington,25.99,0.00,6.81,M322,36.1kg,BARCIA-BALE,UP-AND-AWAY,11.60
2016-01-01,geelong/2025,4,2,1,rosie-sprite,robert-britton,26.13,2.22,6.59,M111,29.7kg,MAGIC-SPRITE,ELUSIVE-FANTASY,2.30
2016-01-01,geelong/2025,4,3,6,elite-swift,k-buckingham,26.71,11.33,6.81,M233,27.6kg,SWIFT-FANCY,ELITE-SPRINGS,17.70
2016-01-01,geelong/2025,4,4,8,paddy-macs,clint-capuano,26.80,12.79,6.88,M755,26.7kg,PADDY-WHACKER,FOUND-HER-FANCY,6.00
2016-01-01,geelong/2025,4,5,5,bazz-kebab,paul-pace,26.81,12.87,6.85,S644,30.6kg,BIT-CHILI,KAYLA-ENLIM,22.90
2016-01-01,geelong/2025,4,6,4,oh-lele-simon,natalie-perkins,27.43,22.81,6.89,S866,32.9kg,COSMIC-RUMBLE,MIDORI-FUSION,35.30
2016-01-01,geelong/2025,4,7,3,arabella-figg,ian-cockerell,27.58,25.17,6.82,Q477,28.3kg,KINLOCH-BRAE,FINLANDIA,4.20
